% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=300681, Wed May  8 20:01:17 2024, <python>{}</python>
1 64 0.18992418505469916 1.0000485305893356 -18330.0 -1.8330000000000000e+04 100039.0 100039.0   
2 128 0.1815436289021088 1.1380882799113723 -18330.0 -1.4092000000000000e+04 40.0 100039.0   
3 192 0.18164355135387025 1.1666918445717382 -20336.0 -2.0336000000000000e+04 100039.0 100039.0   
4 256 0.18163296070354265 1.2039829972445875 -20336.0 1.0003900000000000e+05 100039.0 100039.0   
